Name;Screen;CPU;VGA;RAM;SSD;Weight;OS;Battery;Price;Img;Label
Lenovo  V15;"15.6"" - 1920x1080";AMD Ryzen 5 5625U;AMD Radeon RX Vega 7 (Cezanne);8 GB DDR4;256 GB - SSD;1.7 Kg ;Windows 11 Pro;6.5;15622452;"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAoHCBUVFRgVFRQYGBgaHBgaHBoYHRwaGBwYGBwaGR4aHhocIS4lHB4rHxoZJjomLC8xNTU3GiQ7QDs2Py40NTEBDAwMEA8QHxISHzErJCQ2NDQ0PTQ3NDQ2NDQ0NDQ0NDY0NDQ7NDQ0MTE0NDQ1NDQxMTc0NDQ0NDQ1NDQ0NDQ0NP/AABEIAL0BCgMBIgACEQEDEQH/xAAcAAABBQEBAQAAAAAAAAAAAAAAAQIDBQcGBAj/xABHEAABAwEEBAUTBAEDBAMAAAABAAIRIQMEEjFBUWGRBSJScYEGBxMUFRcyVHOSk6GxssHR0uHwNDVCYnKCwvEWJDNjQ6Kz/8QAGgEBAQEBAQEBAAAAAAAAAAAAAAEDAgQFBv/EACgRAAICAQQCAQMFAQAAAAAAAAABAhEDBBIhMUFRIhNCgRRhcZGxBf/aAAwDAQACEQMRAD8A2ZCEIAQhCApuqfh1tzu7rdzS+C1rWihc5xgCTkNM7Fw3fcHiZ9IPoV312v0B8pZe8sEff4JGDIkZ6uhCN0bB33B4mfSD6Ud9weJn0g+lY73R/r6/snNv8mMPr+yE3I2DvuDxM+kH0o77g8TPpB9Kx7uh/X1/ZK6+kfx9f2QbkbD32x4m70g+lJ33G+Ju9IPpWPd0f6ev7JO6H9fX9kLuRsXfcb4m70g+lHfcb4m70g+lY73Q/r6/sk7oHk+v7INyNi77rfE3ekH0o77rfE3ekH0rHe3zyfX9kdv/ANfX9kG5Gwnrvt8Tfo/mKTQTxdaXvvt8Td6Rv0rHDff6ev7JxvdAcOc6dA05a/YVaG5Gw999vibvSN+lJ33m+Ju9IPpWOdu/19f2R27/AF9f2ShuRsffgb4m70g+lJ34G+Ju9I36Vjzb3J8H16BU6Ejb3P8AHQdOqupKG5Gw9+FvibvSD6Ud+JvibvSD6VjfbZ5I3o7b/r6/soNyNj78bfEnekH0o78bfEnekH0rHO2v6+v7JO2v6+v7JQ3I2PvxjxJ3pB9KO/GPEnekH0rHO2/6+v7I7a/r6/sg3I+ieonq5Zwg+0s+wusnsaHgFweHNJgmQBBBim1dksS6x7pvVsf/AEf72LbUKCEIQAhCEAIQhACEIQHEddr9vPlLL3l872/hO5z7V9Eddv8Ab3eUsveXzvbeE7nPtQ4kMT7Lwm849qYgGKocDrQVKktBQHX/AMJ18jG4jWfanWbMTCNIMjaI4w58jvVoejylCVwQoBEJUKgRCVCAVrSSAMzQc5S2pEwMhQcw09Jk9K9NhYOa11oRk2WjTxiGB2wDFIOkgRpI8cKuLS58l6QIQnNZJAGlQguTf8vdHzPuprXQZ1JbR0mmWQ5hQJipRz2wSPyE1PfkDsjpb9i1MR9gEiVCgEQhCMGq9Yz9Ta+QHvsW3rEOsb+qtvID32Lb1DUEIQgBCEIAQhCAEIQgOH67n7e7yll7y+eLbwnc59q+h+u5+3u8pY+8vnq8MIcZGZJG9DiREhCEOT28I2JaQTk5rHgjIh7Q71TCiY4hrY0Fx9g+CmveINY05YWETmJaJ6KepQgRHMDvr8VWmuyPhcE1mxrqOkanCpFMiP5DZ69cN5urmGHRXIirTzH4GCJqErZ0aDP5uVjYW4ILXAFpzBy6NVcjTMrSKjJU+GaQjuRTBKrS8cEnwrMgtpIc4Nc2dZMBw1EV2a423BrfDdiOptB5zhJ6B0p9KV1RHBp0yvAkwMzQc6srtcw2toONQhhGQpVw11HF36j67G0awYg0NGQAGeglxPGcBJoaEgbYjtH1nM1BOYn/AHGR91tHFGPyk7O44/J62WOKztMU8bDJgmNJJI6M9i5uIouosG8QgAkiS414uMEUOTjET0gaVz9+8LFXjAGpkzFZOnX0qZ5xlVHp1GDbjUjzJ7RDSdfFH+71ED/UpWXR0S7ijOvhEbG5nnMDai8No0icIGHaDmZ55J9WhY7JJXR4ao8ycxs55afkNqRoQSuQh5fipkNA1avzbKiSpz26df5680fJRiEIUIIUIKEBqvWM/U23kB77Vt6xHrGfqbbyA99q25Q1BCEIAQhCAEIQgBCEIDhuu9+3O8pY++FgTn5jMSZBW+9d/wDbneVsPfCwAM40ihmd1aIcTqhXsaCQK1OZ+STFqG6ijFo7KE/sb9R9atmaiyZj8TSwja06jq5j8Egu7iTAmIFKmAIyz0JbKyc3jaTl8T7B07FO21gyRhIoQciOnJdWvuN44t0SAWRAcCCDOREGK/EJ9nZkmBnns5/zPLOiuLpayJEOAzGdNoUz2NA/8bS0xJDRSNBGQA+8ruWJNbkz2afSuXCZWWd5Bhg8E0jSTr59mjVpTzd3QS9rgBEmCSRMcWkE5DOKDQrIPd/GraeAACNIlorrqFA92IOa5zoINBWBM82iehVZUlTdnqejdcsqLW1xHjQBkAawMoDRq2lTWDHOIcWkNDQS51S4CkV0EwKUqmWF0c44Wsk1AmTXLQutufU7aHA0wXOILgHCWxpbFA0AuJO6SAVjc5v2ZafTt25eCpNiWBrjIJdP9ZJqHEaTp0aNFG36xMYixocKBwwyMqOjJ1czUUqrvhTgjC+bLFiH8DEuaNAEUEDKucaFUX0NDgSws4ut2WRa4O0QAOic6LRxnifKPpTjDJjcV10c9bPkmSSdPzJPxTbK0EkOq00PwM6xzKe9XchxBrBIr8AJk80HYm2d3k1OrTh3QIB5zpUeZs+EsDU6SPHbjCcAyH/2PKPwGjeTCrPhG7GrgMpmNWfRFfWq0BcWrMs+KWOdP8CtGk5DP5JC8kzr/I5k60pxdWe0/IZf8pMMZ56vnqSzOvA0t0jL8okUjXSZJgDV7AEwnZCEY0oSwkQhq3WM/U23kB77VtyxDrGfqbbyDffatvUNQQhCAEIQgBCEIAQhCA4Xrwftr/KWPvhYq1ksbzD2BbV14P21/lLH32rGLpbjC0GchuhdwPLqrpNEJszr+ana2YECms5r1v7FglrnF1KObA25H4pLBmk4QPzSStIwT5OMc53XB6LC7kDJpEAEQCDrBBFV6bbg1jwZbBikfI6MqCMlJdjTilpzpMf8fmS912cCYcHA7YivSvSsUZLk+tgbRQM4HLDiY8TMB0ua5o0nI1yGejbSwsbF7fDDXHIlpcx3S3CWOMbAugbYsjKDuOc5mPwr0i6zopU7a8+nJWOnS6Z9DG1Hmjm3XSyfkXMP+Bne2QeeF6bvwGJnstBSSyM6atqvRcTOR2alIbvAkiBEahFcuhX9NDtpHqWdI8Fzu9mwkMa5zySHHIzqJrLaZClNamu9uxriyxIc4mHGSSSP4tOWEevmAXmvjy0OrAbQtHFxHW52ZET5m1eBlvalpwDi5wGuh0ViSZIzoTmulDbW1Gcs8bpvs6tgGgS4+FpjZzqv4V4IbbzJIOsCdGedOjbKpW295Y4sa1sAkCHOEjRTFShGWtXAvL3S17KSYIeYIBoTmW6M9q1bVVJGLkrtMof+lmscTaPdat1WbcJgHJxBkt5gQI0L2ng9jmBrLFrWxQRkOViznbn6lLacI2jHcRjBTwnEuM6tGYIORodi93B/CZeeNm7UAIcB4BjPYfksoPHje1Ls72b1uj2v7OO4S4OdYgg8doq12nCJkEcx3HmXK2rQxxa2kGh0kGoM80ZLXeFLB9ozwBIEQKyKg0OmCc+ZZd1QcHusrTA6PBmlREnfq6F4tThjCW6PT8ejDV/LGn5X+FbakCHNEE5nUdg0fmSga2eYZlelzQRpj10SWtkTAbRgAMmgrQlx1yCOii8yl4Pmzg38jzEoLYz3afspMQHg1PKP+0aOfPmUYEroxaEcUicU1CGq9Yv9Tb+Qb74W3rEOsV+pt/IN98Lb0NAQhCAEIQgBCEIAQhCA4Xrw/tj/AClj74WMXNgLWyKQJOWjRolbN14v2x/lLH3wsmuDXGzYQ1pDWtpBqSM3GgFNM6F3B0zDPVKyIWMigdOyvwUtnZnRuIg+te1tpakVeGtgUZaNsxrEAPHxTDbNB41rav0GHk0I0TQxo5lvBuTOIbL4RJdi4HwNuYVkwHQCKZDmOrYVVMtmNIJxmagh1Dr6dmiFa3e9gCQRQ5EE0NQTJ/yHQvdGHB9XBOPTRaXZ7XULgDlBzrp3+xSWLHNiDqyMfGFHZXljyA9jXRpbEnZBqN6ls2M1PnVll00XSi0fQjsrhtC3q9uZBJdnytB0bdXSq8PtHPdLMIBID3mSSwkcVmZGdZA2q4hrobhJOYk0ziInaktbEYy8CRNdbddNWvnVvkSj+4XRkuEkw4QSRJkUnZT2rzixGJzeNiGeI6jsGSsGNDYJIInnpGtR3mwxHE0kB1DraYiNoOaOjnb+CtvDwHwS6YblsbXTsXrur2ZTFf5CNelSPseNAbIGno1nZoSOsgaYQdQaOMNsCu6VxKF9BbV7Jb/wey2EMdDxxgaGo0jldPqXPXxhY6AAHuFM4JFRtmYqKitVbmxcfAfhrOVRGUGQpL3cnWoDbQw4QQ8ADjDIx+Ss3jflHcUu0+Tz8G8PFzGy4Gcw4hpmQIxREyRmNKquH+p9ts4Pf2RjYiA0QBowjMD8yXgtLG0snuY9gMkzGeEkgEaCKzHyU1yvlo0kWVs9oA/8c8UU0MMhpGzYsM6qNtGkY71yk/Zz/DvBLLMtFk0kQCc4itSXaZHtoqW8MOGNVQdE5EfmoLQ7HhJ1pLLQYnDMQMRjSBkdFQN1Fz/VBcmscHspPhCszOfOQRIOkFfOnKPDic5dIufT9HJmyw1fT+v8ukfxHPuKjc+aCg1D461LeLOHGDnXfzqCF3Hnk+DNOMnHqhChCUtXRkap1iv1N48g331t6w7rFH/urfyDffC3FQ1BCEIAQhCAEIQgBCEIDhOvF+2P8pY++FjN2e8WbRLsMCkkDIaJhbN14v2y0/zsffCwQW4AAJmi6i6MM8XJKiyFqGmrm+1TsvjNdeYqidbjQENvB2LWOWjKMHE6y731mGHOkHMQ6ZzkRkRrVxcLNpEQ0tzBEjblrz3rPu3Xah6/mrfgvqhNmMJltaOADhBzDga4ekr0Q1KTPo6fKk6lR3DrETGFuQo6c8sy5eq7vOWIUzFTr1rnbDqkLh4THGNFT5sz0woHcO2gOIACNMEDaCSvV9aLXaPoLJBcnYstjlMmBoAP+Q1ZRHOvSx8EHbFM409K5a7dUDMYxEtxAceAWkZ9GiuVNQXS2d5a0ihfSuHLZJ1bFypxlaT6NmkuSysLuJoImpAyOzYdiU27WmA0OJqa0jnMzToVPbcJVItCxjDQSQAdjpq7mG2ilvfCQYziglsHjkYiDSCGnw9MyZ5yVy2iSjJ8kl/vz2SOxMcw5OBIkeuo0yqu14VfFLFv+pxcPUBPMCvPceFHl3Yre0OC1oy0Y4Mwv0Q5kQCaawYmBM1HDt1vNkf/AD2haaBxc6utrq0cEllWPtN/wZqLknV8Fpa8JXk1OFjddLMDme75nJQWfD7GHj3kvdqbieN7RhPsXJusXOMuMkgjFHG350MfhS3W6kmIisEnX8V5Z69/akjiKmpcGgXfhW73gAOdikULmYTqIkH2x0qS04IYW4mAkkzMzTUCBkVyd0aLMwMjp2q/4NvpEkEiCdPTII5+ZYLXX8Zrg+njxNpS8oouqC5vYA7JzSJIzg0noJg/5FPuNo22ZgtnOoMySaTEAk0r0K44ctWuZ4Jlxgk7cxtyVPwRYsIe20JaDAxDQZcfbC+drahzFun6PbjhcXJnJcNXcB7w2YaTE5xP5uVZhjOnt3aOldZw5eW9gI/nNTzuERShjFkda5EhbaeTlDnwfmP+jCMc3HkUu1U9u9NQheij55qfWK/VXjyDffC3FYf1if1V48g331uChoCEIQAhCEAIQhACEIQHC9eL9stP87H32r57wBfQnXi/bLTylj/+jV8+ShGrEwBGEJUheNYVJtQYQjCEmMaxvRjGsb0G1C4AgsCTGNY3oxjWN6Fo9thwg5gDcLSAIr+Zqysuqa0a0NwMMUBM4gBt5lQYxrG9GMaxvVjJxdrs2+vk27b4Rav4aeTOBvrXvuXVfbWbHMwscx2h2Kmc5HTmubxDWN6MY1jervk3u8nS1GVKky+d1SOILexMEggwXVB1jJ1NYXutOri3exrH2Vm6KYjixEbaxlp2SuTxDWN6XGNY3qvJJqrDz5G7vktHcMOJJ7GysUrEjSnHhp/Ib61U4xrG9LjGsb1i4oLUZV0y3PDjzmxp35qax6prRmTGHnLqqixjWN6MY1jeo8cX2jtazOupMv39U9oc2M3u+ajPVA/CGhjAAQaTJjRzKkxjWN6XGNY3qPDB9o6Wu1C+5nt4U4QfbkF9ANAmJymq8HYxt/OhOxjWN6OyDWF3GKiqXR5pylOW6TtjexDajsQ2pyF0Z7Uab1ix/wB1ePIt99besR6xf6q8eRb7625QoIQhACEIQAhCEAIQobxahrSd20oDm+r1jbS62li6SHYcUGDGIGJWUv6lLsM2uHO8/Nd91UX4ulgOXHcTkDm0GN+5cLbHPjSBqJjdElARf9K3bku892Qz0r23Dguzs2BjYIBdFAfCcXASTJIEbl52t4oFZAAigMxLgSKTLnk8yS7PgkmtdMHJp86pE6MtRVBYC6sPJ3N+aBdWTFJ1Q35qudR4qdNTXigF2WhsgHbEZlOvFYImABsAMQeeZNdMoCw7VZ/WuVG/NIbqzW3c35qva6WRUmGHKshoNdRrPONiLu+CQZiWiDBEEOEbYgkj/FAWJubBnG5vzR2ozZlOTcteeSrG4gRVwkxrz4oMbCQTsCV2QLQRI185+Z6SgLNtzYcorsb80gurNbdzfmq5hluZxUM0DiQMBrqOAHpGpDHV40nLOutornTETCAsu1GVypnRtI6UdpsypXLit+aqyHaZ0iTDoxAiYO2D0J73SAROik0Bbp56AoCw7VZrbub80purBmRub81WsILcJnIUGVBhLc4iQXf6k1ryJz0uoc8RAJkbTi3oC07UZs3N09KO1Gaxub81VvBbMSKESIywlocBuI5oTn6xSCW0MZGMXTmgLIXVmdNWTc96UXRmzc35qsa+TWpMmsgAta0Zg6cZjnI1oc+olopoxTI0iHE5hAWIujDkRXY35oF1ZrGrJu7NVzKCNLTRxkEgGj84g00aUBgggSBm0CjS05gRQBtR/p5kBDZ9S12AhwJIoTjIrzTTmTz1L3bkupnxz81I0STU8aTTLGM201yHT/bYU11DnnDTGusEnaBFeSNYQp2PW3uFldrS0LAQHtYHS4u0mDVaask6mby6z458AEMfpgOyJ5j8da03g684hhOYy2hQh7kIQgBCEIAQhCAFznDXCOEFwExxWt5TzQb/AGBWfCd5gYRmc9g+6orxdmvIJLgQHBpa4jCXUxCP5ajoQFVb3Z9nZPxC3a90l7gbLA50moqXRXZzBcbaFzgTJcBOsxFDzR8F299uTiwzb2rtjnT8FzD7i0U1U/JJrmdpJOlAUrJBAaQJMnRTNx2w1uX9QnusTha8Mc1vGAeQcJJkQDhiYxDM6VZG5szjRHRIPwCDdGZQqCsAJGJwJoTMzAyZWDqmKUcNqa3kg8UNymKNAaKHOuD8hWnajNWodAAAA6AAlFxZq1a9E9Gk+rUEBVEgEltJiakni4oyA5RQCKGAHDAdmIQ45CoxUzGWlW3aTNQ3I7TZqG5AVDHaHS4CIrzzoMZDRp2JJjwTSsCTkXONTAnwj0K4NyZqG5HaTNQ3ICpfh0UNRnSMQIphz4rdOvXQBBo8EziqDByZBktOt+jQOm27SZqG5L2kzUNyAqJJJyI47omADhc7TQVCV7YiJGmsiZABimVArU3FmrXszBBy2Eo7TZqQFUyznJugGlc8TTMDYU0ZHIwBU0/kxvTRx3K2FxZq2aTpLtO1x3oNxZq9o9iUCrdZ5kRFBXZMdMexDbEuo0ZgO5oJz1GWuFdBIzVv2q3LRq0JGXRoIIoRkQTI061aIVYuzqcUVpkdKLF8ijiRE8U0w5n5q17VERWBWASNuhI26NGQjm9nMlAqWCogZy01iSKspFabP/j5kruKdMgmf4nC6jmxXSAel3MbM3JmrUekT8zvKXtRmobkKVQrRucy0ZQ4ThrSpBLdGYPM6WOg1giSKGZrixUMyA4bRmrLtRvNzSPYnMurQZAgkkyNZMnmQF11IXQPY9r3ECcD2twwS2Cc2kwaEGhggq84LtX2TzYuPGZVh5dnkD0ZHoVPwNwdALm2r2EwDgdExMTMyRMTqAGQCuLK5AEOc+0e5pkOe+SBEFurCdSgOssbUOaHDT+QpVScH3nC7CfBPqOtXagBCEIAUNvbBrS46PWdSmVBwpesTsIPFb6zrQHntLQuJccymymSlQEV68Erl7wKldPeMlzt5FSgPGUkJ5CSFQNAr61JhStH5+dKcOZWKIxmFGFP6EdC7olkZaiE9xSBctFEDUuFPbzJ3QqkSyPCmAe0+1TdCaGpQsZhSQpS1NIShYyEsJ0JcKFI4RCeQkhANhNIUkJpC5YQxPYkhSWQqhToeC/BViCvBcAMK9oQEV7vTLNuN5wtkCYJqcsgVccCcL2duHNa/E5kYgQ4GDkYcAdBrsVTebFr2OY8S1wII2H4qj4J4NvF3tWWjXsOE4XVcMdmcwRhNYgitCFAaShR2Tw4BwyNVIoAXDdUnAIYXPs7za2ZcScAJLBOqCMI3ruV57a7Nf4QlAYxeX3tvg2j3cz3g+teXty+67T0h+pbX3LsuQNwSdybLkjcEBihvl8/9nnn6kw296P8X+f91t3cmy5I3BHcmy5I3BAYh2S88l3nD5peyXnku877rbu5NlyRuCO5NlyRuCAxHst55DvO+6Oy3nkP8/7rbu5NlyRuCO5NlyRuCtgxHst65D/P+6Oy3rkP8/7rbu5NlyRuCO5NlyRuCWDEeyXnkP8AO+6OyXnkP84fNbd3JsuSNwR3JsuSNwSwYj2W9ch/n/dHZb1yH+f91t3cmy5I3BHcmy5I3BLBiPZr1yH+d90dlvXIf5/3W3dybLkjcEdybLkjcEsGI9lvXIf5/wB0dkvPIf5/3W3dybLkjcEdybLkjcEsGI9kvPIf5/3R2S9ch/n/AHW3dybLkjcEdybLkjcFAYj2S9ch/n/dHZb1yH+f91t3cmy5I3BHcmy5I3BAYj2S9ch/n/dHZLzyH+d91t3cmy5I3BHcmy5I3BAYh2S88h/nD5o7LeuQ/wA/7rb+5NlyRuCO5NlyRuCAxMXq+DLsg5nkf7kvbd912vpD9S2vuTZckbgjuTZckbggMZsre+uze9vPaP8AgSuj4A4KtLd0Wt7tm7Gud7XO+C0PuVZckbgn2VxswZDQOZAOuN1Fkxtm2SGiJcZcdZJ0kmT0r1IQgP/Z";Văn phòng
Dell Latitude 14 9420;"14.0"" - 1920x1200";INTEL i7-1185G7;INTEL Iris Xe G7 96 EU;16 GB DDR4;512 GB - SSD;1.4 Kg ;Windows 10 Pro;5.1;21898242;https://i.dell.com/is/image/DellContent//content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9420/media-gallery/new/laptop_latitude_14_9420t_2_in_1_gallery_2.psd?fmt=pjpg&pscan=auto&scl=1&hei=402&wid=488&qlt=100,1&resMode=sharp2&size=488,402&chrss=full;Mỏng nhẹ
Gigabyte  G5;"15.6"" - 1920x1080";INTEL i5-11400H;NVIDIA GeForce RTX 3060 105W;16 GB DDR4;512 GB - SSD;2.2 Kg ;Windows 10 Home;4.2;22178520;https://m.media-amazon.com/images/I/71dwPztbmGS._AC_UF894,1000_QL80_.jpg;Gaming
Lenovo ThinkPad P14s;"14.0"" - 1920x1080";INTEL i7-1185G7;NVIDIA Quadro T500;16 GB DDR4;512 GB - SSD;1.5 Kg ;Windows 11 Pro;5.5;21934800;https://p1-ofp.static.pub/medias/25707616430_ThinkPadP14sGen4ThunderBlack_202303291126091685434374436.png;Đồ hoạ, kỹ thuật
Acer Swift X 14;"14.0"" - 2240x1400";INTEL i7-1260P;NVIDIA GeForce RTX 3050 40W;16 GB DDR5;512 GB - SSD;1.4 Kg ;Windows 11 Home;5.2;21849498;https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-71g-fingerprint-backlit-on-wallpaper-start-screen-steel-gray-01-1000x1000_nx.kevaa.001.png?optimize=high&bg-color=255,255,255&fit=bounds&height=500&width=500&canvas=500:500&format=jpeg;Mỏng nhẹ
Lenovo ThinkPad E15;"15.6"" - 1920x1080";AMD Ryzen 7 5825U;AMD Radeon RX Vega 8 (Cezanne);16 GB DDR4;256 GB - SSD;1.78 Kg ;Windows 11 Pro;7.7;18583650;https://p4-ofp.static.pub/ShareResource/na/subseries/hero/lenovo-thinkpad-e15-g4.png;Văn phòng
Asus VivoBook 14 F412;"14.0"" - 1920x1080";AMD Ryzen 5 3500U;AMD Radeon RX Vega 8 (Picasso);8 GB DDR4;256 GB - SSD;1.5 Kg ;Windows 10 Home;6.4;14586642;https://laptopmedia.com/wp-content/uploads/2021/05/617GQvbZH5L._AC_SL1152_.jpg;Văn phòng
Lenovo ThinkPad E15;"15.6"" - 1920x1080";INTEL i5-1135G7;INTEL Iris Xe G7 80 EU;8 GB DDR4;256 GB - SSD;1.8 Kg ;Windows 10 Pro;4.8;18205884;https://p4-ofp.static.pub/ShareResource/na/subseries/hero/lenovo-thinkpad-e15-g4.png;Văn phòng
HP Zbook Firefly 15;"15.6"" - 1920x1080";INTEL i7-10510U;INTEL HD Graphics 620;16 GB DDR4;512 GB - SSD;1.76 Kg ;Windows 10 Pro;9.6;20691828;https://m.media-amazon.com/images/I/71moK-4pviL.jpg;Đồ hoạ, kỹ thuật
Acer Predator Triton 300 PT314SE;"14.0"" - 1920x1200";INTEL i7-12700H;NVIDIA GeForce RTX 3060 95W;16 GB DDR5;512 GB - SSD;1.7 Kg ;Windows 11 Home;5.7;24116094;https://m.media-amazon.com/images/I/61gDKIl2hKL.jpg;Gaming
HP Victus 16t;"16.1"" - 1920x1080";INTEL i5-11260H;NVIDIA GeForce RTX 3050;8 GB DDR4;512 GB - SSD;2.47 Kg ;Windows 10 Home;5.3;20825874;https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c08524452.png;Gaming
Dell Latitude 15;"15.6"" - 1920x1080";INTEL i5-1135G7;INTEL Iris Xe G7 80 EU;8 GB DDR4;256 GB - SSD;1.79 Kg ;Windows 10 Pro;4.6;17620956;https://i.dell.com/is/image/DellContent//content/dam/ss2/product-images/page/franchise/latitude/us-sb-laptop-franchise-page-notebook-latitude-15-3520-800x550.png?fmt=jpg&wid=800&hei=550;Văn phòng
Lenovo IdeaPad Flex 5 15;"15.6"" - 1920x1080";AMD Ryzen 7 5700U;AMD Radeon RX Vega 8 (Cezanne);16 GB DDR4;512 GB - SSD;1.8 Kg ;Windows 11 Home;6.6;18754254;https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjEyODd8aW1hZ2UvcG5nfGg0Ny9oNjkvOTQ0Mjk1NjkzNTE5OC5wbmd8ZmQ2MmNmMmE0YjNmMWE5OWFmOGMzNGRiOGVkOTM2NzY0OGRjMDhmMzc2ODFjNTQ4NWFhMWVmOGRmY2M0OGM2NQ/lenovo-flex-5-15-hero.png;Văn phòng
Asus VivoBook 15 M1502;"15.6"" - 1920x1080";AMD Ryzen 7 7730U;AMD Radeon Graphics;16 GB DDR4;1024 GB - SSD;1.7 Kg ;Windows 11 Pro;7.2;17023842;https://dlcdnwebimgs.asus.com/gain/6a82739e-15f1-4f98-8951-245cf248e451/;Văn phòng
Asus VivoBook S14 S433;"14.0"" - 1920x1080";INTEL i5-1135G7;INTEL Iris Xe G7 80 EU;8 GB DDR4;512 GB - SSD;1.4 Kg ;Windows 10 Home;5.7;18315558;https://dlcdnwebimgs.asus.com/gain/7ed0542b-234d-4970-85d7-39012107f96b/;Mỏng nhẹ
Lenovo IdeaPad Gaming 3 15;"15.6"" - 1920x1080";INTEL i5-12500H;NVIDIA GeForce RTX 3050;8 GB DDR4;512 GB - SSD;2.32 Kg ;Windows 11 Home;4.5;21020850;https://p1-ofp.static.pub/fes/cms/2022/03/14/gjrdny059lvsaximtnvj8o6nn1pp06381295.png;Gaming
MSI Creator Z16 ;"16.0"" - 2560x1600";INTEL i7-12700H;NVIDIA GeForce RTX 3060 70W;16 GB DDR5;1024 GB - SSD;2.2 Kg ;Windows 11 Pro;6;28819890;https://m.media-amazon.com/images/I/51VAZP0F4RL._AC_UF894,1000_QL80_.jpg;Đồ hoạ, kỹ thuật
Lenovo IdeaPad Flex 7 14;"14.0"" - 2240x1400";INTEL i7-1255U;INTEL Iris Xe 96 EU;16 GB DDR4;512 GB - SSD;1.63 Kg ;Windows 11 Pro;4.6;18997974;https://p1-ofp.static.pub/medias/24174652574_stone-blue82r9_202201100402371661889940749.png;Văn phòng
MSI Gaming Delta 15;"15.6"" - 1920x1080";AMD Ryzen 7 5800H;AMD Radeon RX 6700M;16 GB DDR4;1024 GB - SSD;1.9 Kg ;Windows 10 Home;5.6;25578414;https://asset.msi.com/resize/image/global/product/product_162556625348a0f7051efc48c01e9fbae814693353.png62405b38c58fe0f07fcef2367d8a9ba1/1024.png;Gaming
Acer Aspire 5 15;"15.6"" - 1920x1080";AMD Ryzen 5 7530U;AMD Radeon Graphics;8 GB DDR4;512 GB - SSD;1.6 Kg ;Windows 11 Home;8.7;16926354;https://m.media-amazon.com/images/I/71kmViEHobL._AC_UF1000,1000_QL80_.jpg;Văn phòng
HP EliteBook 655;"15.6"" - 1920x1080";AMD Ryzen 5 PRO 5675U;AMD Radeon RX Vega 7 (Cezanne);16 GB DDR4;512 GB - SSD;1.74 Kg ;Windows 11 Pro;8.7;20704014;https://m.media-amazon.com/images/I/71FK+f4zvUL._AC_UF894,1000_QL80_.jpg;Văn phòng
Lenovo ThinkBook 14;"14.0"" - 1920x1080";INTEL i5-1240P;INTEL Iris Xe G7 80 EU;16 GB DDR4;512 GB - SSD;1.4 Kg ;Windows 11 Pro;7.3;22251636;https://p1-ofp.static.pub/fes/cms/2021/08/12/6d2nbecxhzbrkcocri3arbz5xq2g6u644931.png;Mỏng nhẹ
Acer Chromebook Vero ;"14.0"" - 1920x1080";INTEL i5-1235U;INTEL Iris Xe 80 EU;8 GB DDR4;256 GB - SSD;1.5 Kg ;Chrome OS;4.8;14623200;https://static-ecpa.acer.com/media/catalog/product/a/c/acer-chormebook-vero-514-cbv514-1h-backlit-wallpaper-chrome-ui-cobblestone-gray-01_nx.kajaa.002.png?optimize=high&bg-color=255,255,255&fit=bounds&height=500&width=500&canvas=500:500&format=jpeg;Mỏng nhẹ
Lenovo IdeaPad Flex 5 16;"16.0"" - 1920x1200";INTEL i7-1255U;INTEL Iris Xe 96 EU;8 GB DDR4;512 GB - SSD;2.1 Kg ;Windows 11 Home;4.1;16292682;https://p1-ofp.static.pub/ShareResource/na/products/ideapad/400x300/lenovo-ideapad-flex-5i-16-inch-abyss-blue.png;Văn phòng
MSI Summit E16 Flip;"16.0"" - 2560x1600";INTEL i5-1155G7;INTEL Iris Xe G7 80 EU;16 GB DDR4;512 GB - SSD;1.9 Kg ;Windows 10 Pro;8.6;24372000;https://m.media-amazon.com/images/I/81FZV6yGlJL._AC_UF894,1000_QL80_.jpg;Đồ hoạ, kỹ thuật
Acer Nitro 16;"16.0"" - 2560x1600";INTEL i5-13500H;NVIDIA GeForce RTX 4050 140W;8 GB DDR5;512 GB - SSD;2.79 Kg ;Windows 11 Home;3.1;25822134;https://m.media-amazon.com/images/I/71Domrw1ArL._AC_UF894,1000_QL80_.jpg;Gaming
Lenovo  V15;"15.6"" - 1920x1080";INTEL i3-1315U;INTEL UHD Graphics;8 GB DDR4;256 GB - SSD;1.67 Kg ;Windows 11 Home;3.2;15135012;https://p1-ofp.static.pub/fes/cms/2022/02/10/ruuqwxsmwevzvmz3pjne8wvrgq3u6k034997.png;Văn phòng
LG gram 16 2-in-1;"16.0"" - 2560x1600";INTEL i5-1135G7;INTEL Iris Xe G7 80 EU;16 GB DDR4;512 GB - SSD;1.48 Kg ;Windows 11 Home;7.5;24372000;https://m.media-amazon.com/images/I/61WWWGW5UfL.jpg;Đồ hoạ, kỹ thuật
